archive_id,ad_creative_body,page_name,partisanship
890651928093549,"We know you are a loyal supporter. 

Tomorrow, we are giving President Trump a list of his BEST donors, and you're far down on the list. 

Contribute by 11:59PM to get your name in one of the TOP spots on the list we are showing the President.",Donald J. Trump,conservative
265086841603562,"You can VOTE NOW.
This election is paramount. 
Don't give in. 
Vote early!",GOP,conservative
1213218182372893,"CONGRATULATIONS, JUDGE AMY CONEY BARRETT!

President Trump has just announced that Judge Amy Coney Barrett is our Supreme Court nominee.

Judge Barrett is a true Constitutionalist who is committed to upholding the rule of law, and President Trump is committed to seeing her Supreme Court confirmation through.

Confirming Judge Amy Coney Barrett to the Supreme Court is critical to Making America Great Again.

Please contribute ANY AMOUNT RIGHT NOW for an 800%-MATCH and to fight for your Country.",Donald J. Trump,conservative
699817250853554,"Help us hit 1 MILLION responses!

President Trump knows that the Fake News Media will NEVER report accurately on his standings in the polls against Sleepy Joe. We want the truth, and we need to hear it directly from REAL Americans, like YOU.

Please take our Official Trump vs. Biden Poll NOW to show Sleepy Joe and all of his big government socialist followers that REAL AMERICANS want FOUR MORE YEARS.",Team Trump,conservative
506298413371084,Purchase the red Official Keep America Great hoodie!,Donald J. Trump,conservative
2192339721061169,"Take the Official Trump Military Survey TODAY to let me know what you think of my leadership as Commander-in-Chief. >>

My team is sending me the responses first thing tomorrow morning, so be sure to respond NOW.",Donald J. Trump,conservative
1356729144528297,"Biden has been hiding in his basement for MONTHS.

It’s clear Joe Biden doesn't have the fortitude to be President. He’s losing his mind and can't even manage to finish sentences or remember what day it is.

President Trump asked us to reach out to his most LOYAL supporters, like YOU, to take our Official Survey to get reliable input and to hold Joe Biden accountable.",Mike Pence,conservative
3416012035290704,🚨VOTE NOVEMBER 3RD 🚨,Donald J. Trump,conservative
976577299439082,"We know you are a loyal supporter. 

Tomorrow, we are giving President Trump a list of his BEST donors, and you're far down on the list. 

Contribute by 11:59PM to get your name in one of the TOP spots on the list we are showing the President.",Mike Pence,conservative
817239689087504,"ALL GIFTS 800% MATCHED

My campaign team just told me we may not make our October fundraising goal. 

We CANNOT risk Sleepy Joe gaining momentum. 

Please contribute ANY AMOUNT before 11:59 PM TONIGHT to help our movement and it will be 800% MATCHED!",Donald J. Trump,conservative
165831541348855,"Democrats are TERRIFIED.

They know that the corruption that they’ve gotten away with in Washington for so long is about to end. 

That’s why I’m inviting YOU to take our Official Democrat Corruption Accountability Survey today.

Take the Official Democrat Corruption Accountability Survey before 11:59 PM TONIGHT to make sure your voice is heard.",Mike Pence,conservative
616575145831231,"Order your official Keep America Great 45th President hat today!

Proudly made in the USA!",Donald J. Trump,conservative
640338613174441,"With your help, we will show the Angry Democrats and Trump Haters that our movement is only getting STRONGER. Stand up with all the American Patriots who do not support this impeachment scam.",Donald J. Trump,conservative
336478314138428,"President Trump has spent the past three and a half years fighting for YOU!

He has worked day and night to fight for the forgotten men and women in this country. 

Under the Trump Administration, every single citizen will have equal opportunity and justice, and a chance to live their American dream.",Donald J. Trump,conservative
652653182026626,"In Joe Biden’s America, ANTIFA will run rampant and there will be no law enforcement to stop them from destroying our great cities. 

It’s important that EVERY American comes together at a time like this to send a united message that we will not stand for the Left’s radical actions any longer. We’re calling on YOU to make a public statement and add your name to stand with President Trump against ANTIFA. 

Please add your name IMMEDIATELY to stand with your President and his decision to declare ANTIFA a Terrorist Organization!",Team Trump,conservative
1572147489632093,"We've had INCREDIBLE grassroots support since I took office. 

It's hardworking Patriots, like YOU, that are the backbone of our campaign. I need your help now more than ever. 

Donate today to show you support for our America First agenda.",Donald J. Trump,conservative
3123329144386996,"You can now activate your 2020 Trump Gold Card Membership and order your Official Gold Card.

President Trump is ONLY inviting his TOP supporters, like YOU, to join this exclusive group, and we know he’s going to be very disappointed if we have to tell him you MISSED your chance to join.

Please contribute $35 or more by 11:59 PM TONIGHT to become a member, and we'll send you your very own PERSONALIZED Gold Card.",Mike Pence,conservative
261332471800986,We want YOU to join Veterans for Trump today!,Donald J. Trump,conservative
2705898279623121,"BIDEN HAS SPENT THE LAST 47 YEARS BETRAYING THE AMERICAN PEOPLE

President Trump just delivered an EPIC speech and we're giving him the FINAL Presidential Donor List in his office soon and we know he'll be looking for YOUR NAME.

Please contribute ANY AMOUNT RIGHT NOW to get on the list and your gift will be 700%-MATCHED!",Donald J. Trump,conservative
390850308578287,"President Trump has spent the past three and a half years fighting for YOU!

He has worked day and night to fight for the forgotten men and women in this country. 

Under the Trump Administration, every single citizen will have equal opportunity and justice, and a chance to live their American dream.",Donald J. Trump,conservative
541751436504924,Please take our Official Survey TODAY to tell the Do Nothing Democrats that they need to fund the Payment Protection Program IMMEDIATELY.,Donald J. Trump,conservative
567302990651976,Join the team. Get the OFFICIAL Trump 2020 App TODAY!,Donald J. Trump,conservative
755460951929903,Join the team. Download the OFFICIAL Trump 2020 App TODAY!,Donald J. Trump,conservative
1011980112567413,Can you vote in November? Let's check to make sure you're registered in New Hampshire NOW.,GOP,conservative
483004905928277,"Thanks to President Trump the US economy is only going UP! 🚀🚀🚀

America's GDP numbers are DOUBLE our previous best. It's the highest GDP on record. 

Help President Trump NOW and support our HISTORIC economic growth!",Donald J. Trump,conservative
1313024255566647,"2020 is right around the corner.

I'm currently in the process of shaping my campaign platform, and I wanted to reach out to a few of my top supporters to get their feedback.

That’s right, I want YOU to be an Official Grassroots Advisor for my second-term presidential run.

Take the Official Election Victory Survey before 11:59 PM TONIGHT to make sure I see your response IMMEDIATELY.",Donald J. Trump,conservative
636784410366697,We cannot count on Joe Biden to lead us through times of crisis.,Donald J. Trump,conservative
2136146696518812,"OFFICIAL CONTEST: WIN VIP DINNER WITH ME IN NEW YORK

I want you to enter for the chance to have dinner with me on August 8th.

I am holding a very exclusive event in Southampton, New York, and as one of my top supporters, I wanted to make sure you got the invite first.

If you win, my team will cover your flight, your hotel, your 5-star dinner, AND you'll get VIP ACCESS. You can even bring a guest of your choice and we'll all take a picture together so that we can remember this moment forever.

Please contribute ANY AMOUNT TODAY to win a chance to join me.",Team Trump,conservative
706922976720518,"The so-called Democrat ‘leaders’ should immediately come back to Washington and approve legislation to help American families. But instead, they are on an ENDLESS VACATION at YOUR EXPENSE.

Nancy doesn’t care if Americans suffer as long as she can be on vacation eating $13 pints of ice cream from her $24,000 freezer!

Nancy and Chuck are KILLING American jobs. It’s obvious they won’t listen to their President, but maybe they will listen to YOU, the American People.

Please take our Official Survey TODAY to tell the Do Nothing Democrats that they need to fund the Payment Protection Program IMMEDIATELY.",Donald J. Trump,conservative
459574944999839,We cannot count on Joe Biden to lead us through times of crisis.,Donald J. Trump,conservative
338659594094884,President Trump is coming to town! Get your free tickets now >>>,Donald J. Trump,conservative
3394030717332339,"Election outcomes are controlled by people who show up. 

Your country needs you to show up. 

President Trump needs you to show up.

Vote now.",Donald J. Trump,conservative
1006568286464737,"You can now activate your 2020 Trump Gold Card Membership and order your OFFICIAL Gold Card.

I'm ONLY inviting my TOP supporters, like YOU, to join this exclusive group, and I'm going to be very disappointed if we have to tell him you MISSED your chance to join.

My team is sending me a list of EVERY Patriot who activated their membership before 11:59 PM TONIGHT, and President Trump is expecting to see your name on there. Please contribute $35 or more by 11:59 PM TONIGHT to become a member, and we'll send you your very own PERSONALIZED Gold Card. Donate NOW!",Team Trump,conservative
348213809935997,"Joe Biden is a career politician who spent decades RAISING taxes.

THE REAL BIDEN PLAN:
🚨 A 14% tax hike on middle class families
🚨 Give illegal immigrants amnesty and healthcare.

What would the Biden Plan do for you? Raise your taxes.",Donald J. Trump,conservative
1197431563937364,"The Democrats can choose to ignore the dangerous illegal immigrants and caravans all they want, but they can't ignore the will of the American people. 

The Left needs to know where real Patriots, like you, stand.

Please sign the Official Finish the Wall Petition in the NEXT 3 HOURS to ensure President Trump reviews your answers IMMEDIATELY.",Donald J. Trump,conservative
2644714625748190,"My team has put together an incredible opportunity for two great Americans to join me for dinner in Palm Beach. If you sign up today, you'll be eligible for DOUBLE ENTRY. 
What: Dinner with President Trump
When: March 6, 2020
Where: Palm Beach (Flight and Hotel Included)
Sign Up before MIDNIGHT TONIGHT to have your name entered TWICE!",Donald J. Trump,conservative
827296438009939,"President Trump was on the Debate stage defending our cherished American Democracy and America First Values. But he needs YOUR help right now to secure Four More Years of American Greatness!

Your vote is our greatest line of defense this November against Joe Biden’s Socialist scheme to DEFUND and DESTROY our country. Join President Trump in protecting our Country RIGHT NOW.

President Trump is fighting for the future of our Country. Can we count on you to stand with President Trump?",Donald J. Trump,conservative
2692885510934542,"This election is paramount. We need to WIN!

Don't give in. You have to vote on November 3rd.",GOP,conservative
246264946770847,"President Trump has spent the past three and a half years fighting for YOU!

He has worked day and night to fight for the forgotten men and women in this country. 

Under the Trump Administration, every single citizen will have equal opportunity and justice, and a chance to live their American dream.",Donald J. Trump,conservative
751611605651914,"ELECTION DAY IS RIGHT AROUND THE CORNER!

President Trump NEEDS the Silent Majority to stand up and show their support for our AMERICA FIRST MOVEMENT. 

Donate TODAY to add your name to the list of Patriots that are a member of the Trump 100 Club.",Donald J. Trump,conservative
137241941009225,Show you're proud to stand with President Trump by supporting the President's Official 2020 Re-Election Campaign. Donate Now.,Donald J. Trump,conservative
484163625819208,"I’m having a HUGE rally in Toledo, Ohio on Thursday January 9th at 7 PM! I’d love to see you there! Get your free tickets here.",Donald J. Trump,conservative
831528657295501,Contribute any amount before 11:59PM to becoming a Founding Member of my 2020 Presidential Task Force.,Donald J. Trump,conservative
271311104257913,"Despite all the time that the Left-Wing MOB wastes trying to smear President Trump and the great work he is doing, he is still putting America First with every decision that he makes.

The President knows the Do-Nothing Democrats and the Fake News media won’t ever tell the facts about him and his administration, and that’s why he wants to know what a few respected Republican leaders, like YOU, think.

Please take the Official May Job Approval Poll before 11:59 PM TONIGHT to tell President Trump what you think.",Mike Pence,conservative
2380847445544670,"President Trump has spent the past three and a half years fighting for YOU!

He has worked day and night to fight for the forgotten men and women in this country. 

Under the Trump Administration, every single citizen will have equal opportunity and justice, and a chance to live their American dream.",Donald J. Trump,conservative
575335039814822,Please complete the Official Democrat Corruption Accountability Survey before 11:59 PM TONIGHT to make sure my team sees your response tomorrow.,Donald J. Trump,conservative
385953065763377,"President Donald J. Trump delivered on the IMPOSSIBLE!

In his second term, he will continue to fight for YOU by:

☑️ Ending Our Reliance on China
☑️ Eradicating the Coronavirus
☑️ Making Our Medicines and Supplies Here in the United States
☑️ Creating 10 Million Jobs in the Next 10 Months

That's President Trump's Vision for America. It's one of boundless OPTIMISM and CERTAINTY in America's GREATNESS!",Donald J. Trump,conservative
321311435699275,"The Left-Wing Mob continues to attack my GREAT supporters, like you.

They've spent the past three and a half years trying to SILENCE us, but we know better. 

Let's show them just how WRONG they are about our movement. Sign your name today to proudly stand with your President.",Team Trump,conservative
650049195555217,"Everyone who enters before MIDNIGHT will have their name entered TWICE for this special sweepstakes. My team will cover all the costs for you and a friend to fly in, join us for dinner, and take a picture together. Please contribute NOW to get your name DOUBLE-ENTERED to win.",Donald J. Trump,conservative
668028937074062,President Trump needs you now more than ever. Vote November 3rd.,Donald J. Trump,conservative
840539406691966,"President Trump defends our cherished American Democracy and America First Values. But, he needs YOUR help right now to secure Four More Years of American Greatness!

Your vote is our greatest line of defense this November against Joe Biden’s Socialist scheme to DEFUND and DESTROY our country. Join President Trump in protecting our Country RIGHT NOW.

President Trump is fighting for the future of our Country. Can we count on you to stand with President Trump?",Donald J. Trump,conservative
2630872197180053,Take a stand against radical leftist socialism. Register to vote TODAY!,GOP,conservative
1207986689595944,"Did you see our incredible Vice President debate Kamala Harris?

He’s fighting for the future of our great Nation, and we know how much your support would mean to him right now. 

ALL GIFTS 850%-MATCHED.",Donald J. Trump,conservative
868220317047168,Republicans in Iowa! Have you returned your ballot yet? Return your ballot NOW!,GOP,conservative
948408558970943,"The Democrats have become the Party of corruption and President Trump is calling on YOU to FIGHT BACK!

We're giving him a list of supporters who step up in the NEXT HOUR to DEFEND their President and their Country.

Please contribute ANY AMOUNT in the NEXT HOUR to fight for your Country and to get on the list we give President Trump!",Team Trump,conservative
751486578938340,"President Trump knows that the Fake News Media will NEVER report accurately on his standings in the polls against Sleepy Joe. We want the truth, and we need to hear it directly from REAL Americans, like YOU.

Please take our Official Trump vs. Biden Poll NOW to show Sleepy Joe and all of his big government socialist followers that REAL AMERICANS want FOUR MORE YEARS.",Team Trump,conservative
330509354598449,"Our country is facing a difficult situation right now, but thanks to President Trump’s leadership, we will prevail!

While the Fake News Media refuses to report the truth about all of President Trump’s efforts to Keep America Safe, he has never stopped delivering on his promises:

✅He closed ALL borders for the time being to Keep Americans Safe
✅He recently signed the CARES Act, which will provide immediate relief to our Nation
✅The WALL is being FINISHED - we recently completed 100 brand-new miles
✅We replaced the failing NAFTA with the USMCA - a massive WIN for American workers
✅He’s ensured our military is well-funded, trained, and equipped for battle
✅His administration is combating cyberattacks by foreign governments and rogue nations.

Please take our Official America First Policy Survey by 11:59 PM TONIGHT to make sure your input is received.",Mike Pence,conservative
568724213817283,"You've always been there when the President needed you most, which is why he’s calling on YOU to step up and become an Official Trump American Defender.

We're sending him a list of the first 250 Patriots who step up to defend America from the Radical Left. 

Please contribute ANY AMOUNT in the NEXT HOUR to get on the list we send President Trump!",Mike Pence,conservative
411090769889459,"This election is paramount. We need to WIN!

Don't give in. You have to vote on November 3rd.",GOP,conservative
2313026215671279,"Our July End-of-Month Deadline is approaching and it is a CRITICAL measurement of our movement’s success. We need every Patriot to step up if we’re going to reach our CRITICAL $25,000,000 goal.

Remember, this deadline is SO important that President Trump has activated a 500%-MATCH to ALL donations made by 11:59 PM TONIGHT.
 
Please contribute by 11:59 PM TONIGHT to help us reach our $25,000,000 goal and to have your contribution 500%-MATCHED.",Mike Pence,conservative
612299282802336,"Vote Republican this November and make history, Ohio. Register to Vote NOW!",GOP,conservative
3614723161895930,"Dangerous MOBS of far-left groups are running through our streets and causing absolute mayhem. They are DESTROYING our cities and rioting - it’s absolute madness.

It’s important that EVERY American comes together at a time like this to send a united message that we will not stand for their radical actions any longer. We're calling on YOU to make a public statement and add your name to stand with President Trump against ANTIFA.

Please add your name IMMEDIATELY to stand with your President and his decision to declare ANTIFA a Terrorist Organization.",Donald J. Trump,conservative
270751430811021,"It's America FIRST vs. America LAST, and it’s time to decide where you stand.

While President Trump has been busy fulfilling his promises and Keeping America Safe, Sleepy Joe Biden has pledged to DESTROY all of his progress and turn America into a Big Government Socialist Nation.

The Official America First Fund will be used to combat the lies of Sleepy Joe’s allies in the Fake News media and to help us secure FOUR MORE YEARS! Please contribute to the Official America First Fund NOW to help stop Joe Biden and his Big Government Socialist Agenda.",Mike Pence,conservative
1146168202444181,President Trump needs you now more than ever. Vote November 3rd.,Donald J. Trump,conservative
327157038447827,"You can now activate your 2020 Trump Gold Card Membership and order your Official Gold Card.

President Trump is ONLY inviting his TOP supporters, like YOU, to join this exclusive group, and we know he’s going to be very disappointed if we have to tell him you MISSED your chance to join.

Please contribute $35 or more by 11:59 PM TONIGHT to become a member, and we'll send you your very own PERSONALIZED Gold Card.",Donald J. Trump,conservative
968647186943384,"President Trump has spent the past three and a half years fighting for YOU!

He has worked day and night to fight for the forgotten men and women in this country. 

Under the Trump Administration, every single citizen will have equal opportunity and justice, and a chance to live their American dream.",Donald J. Trump,conservative
179373119981809,"Joe Biden's proven track record of FAILURE: 

He has NEVER viewed China as a threat to American interests.

He wants to provide illegal immigrants with TAXPAYER funded health care. 

He wants to cut Social Security and Medicare benefits.",Team Trump,conservative
1561068997380601,Have you moved recently? Make sure you're ready to vote in PA. UPDATE YOUR REGISTRATION:,GOP,conservative
298832501564342,"President Trump knows that the Fake News Media will NEVER report accurately on his standings in the polls against Sleepy Joe. We want the truth, and we need to hear it directly from REAL Americans, like YOU.

Please take our Official Trump vs. Biden Poll NOW to show Sleepy Joe and all of his big government socialist followers that REAL AMERICANS want FOUR MORE YEARS.",Donald J. Trump,conservative
2590144631273001,"Help us hit 1 MILLION signatures!

Nothing could make the President’s birthday better than to see your signature and warm wishes on his Official Birthday Card.

Please add your name to the President’s ONLY OFFICIAL birthday card assembled by everyone at Team TRUMP.",Mike Pence,conservative
3589527814401587,"President Trump has spent the past three and a half years fighting for YOU!

He has worked day and night to fight for the forgotten men and women in this country. 

Under the Trump Administration, every single citizen will have equal opportunity and justice, and a chance to live their American dream.",Donald J. Trump,conservative
3260291954018120,"PROMISES MADE, PROMISES KEPT!

President Trump has spent the past three and a half years fighting for YOU!

It's time to show the Fake News Media and Democrat Elites how STRONG the Silent Majority is.

President Trump needs you to request your ballot. This is the Election of our LIFETIME. 

A vote for President Trump is a vote to SAVE America. Request your ballot.",Team Trump,conservative
717977815613217,"The President is putting together a birthday card, and he wants to fill it with MILLIONS of signatures and notes written by Patriots.
He knows that the First Lady means so much to so many Americans, so he wants to give her a birthday card filled with kind messages from people like YOU.

Please sign the First Lady’s ONLY Official Birthday Card TODAY!",Donald J. Trump,conservative
3168711586523369,"Biden has been hiding in his basement for MONTHS.

It’s clear Joe Biden doesn't have the fortitude to be President. He’s losing his mind and can't even manage to finish sentences or remember what day it is.

President Trump asked us to reach out to his most LOYAL supporters, like YOU, to take our Official Survey to get reliable input and to hold Joe Biden accountable.",Donald J. Trump,conservative
201104911046593,"We've put together an incredible data infrastructure and campaign team that's committed to reelecting President Trump so he can continue to work to Keep America Great, but we can't win without patriotic conservatives like you. 

President Trump is counting on you. Don't let him down.",Donald J. Trump,conservative
931622027245623,President Trump needs you now more than ever. Vote November 3rd.,Donald J. Trump,conservative
345871029943527,We cannot count on Joe Biden to lead us through times of crisis.,Donald J. Trump,conservative
844932199580464,We cannot count on Joe Biden to lead us through times of crisis.,Donald J. Trump,conservative
1367177686816876,"President Trump LOVES getting to meet the people who are truly the heart and soul of our beautiful Nation. 

This is the FIRST opportunity he's had to meet with American Patriots, like YOU, since our country started reopening!

His team will cover the flight, hotel, and give you VIP access for yourself and a guest. 

Sign up now to enter for a chance to win!",Mike Pence,conservative
2915818205147663,"I’m having a HUGE rally in Manchester, NH on Monday February 10th at 7 PM! I’d love to see you there! Get your free tickets here.",Donald J. Trump,conservative
2852271911546097,"Help us hit 1 MILLION responses!

President Trump knows that the Fake News Media will NEVER report accurately on his standings in the polls against Sleepy Joe. We want the truth, and we need to hear it directly from REAL Americans, like YOU.

Please take our Official Trump vs. Biden Poll NOW to show Sleepy Joe and all of his big government socialist followers that REAL AMERICANS want FOUR MORE YEARS.",Donald J. Trump,conservative
620481825438270,"Des Moines: President Trump is having a rally THURSDAY, JANUARY 30TH AT 7 PM & he wants you there! Get your free tickets now >>>",Donald J. Trump,conservative
365070301321671,"Joe Biden has embraced the policies of the far Left. 

✅TRILLIONS in new taxes
✅AMNESTY for 11 MILLION illegal immigrants
✅A REDUCTION in police funding 

The RADICAL Left has taken over Joe Biden and the Democratic Party. Don't let them take over America.",Donald J. Trump,conservative
215887286336108,"LAST CHANCE TO DONATE

It's the last day until our FEC deadline. We are SO CLOSE to our 5 MILLION DOLLARS goal. 

We've activated our QUADRUPLE-MATCH just for you. Please contribute TODAY to help us CRUSH our End-of-Quarter goal.",Donald J. Trump,conservative
299590117830768,"The Left-Wing Mob continues to attack my GREAT supporters, like you.

They've spent the past three and a half years trying to SILENCE us, but we know better. 

Let's show them just how WRONG they are about our movement. Sign your name today to proudly stand with your President.",Donald J. Trump,conservative
655842972020693,"President Trump has spent the past three and a half years fighting for YOU!

He has worked day and night to fight for the forgotten men and women in this country. 

Under the Trump Administration, every single citizen will have equal opportunity and justice, and a chance to live their American dream.",Donald J. Trump,conservative
982507385553965,The RADICAL Left has taken over Joe Biden and the Democratic Party. Don't let them take over America.,Donald J. Trump,conservative
301852760931483,"Dangerous MOBS of far-left groups are running through our streets and causing absolute mayhem. They are DESTROYING our cities and rioting - it’s absolute madness.

It’s important that EVERY American comes together at a time like this to send a united message that we will not stand for their radical actions any longer. We're calling on YOU to make a public statement and add your name to stand with President Trump against ANTIFA.

Please donate IMMEDIATELY to stand with your President and his decision to declare ANTIFA a Terrorist Organization.",Donald J. Trump,conservative
383066589702288,"This election is paramount. We need to WIN!

Don't give in. You have to vote on November 3rd.",GOP,conservative
260225175370406,President Trump wants to be able to show Senate Democrats a list of the many American voters that will NOT be happy if the wall isn’t built. He needs YOUR NAME on the list. Sign our Official Petition to the Senate now!,Mike Pence,conservative
2421951961441610,🚨VOTE NOVEMBER 3RD 🚨,Donald J. Trump,conservative
2687074744909889,"President Trump knows that the Fake News Media will NEVER report accurately on his standings in the polls against Sleepy Joe. We want the truth, and we need to hear it directly from REAL Americans, like YOU.

Please take our Official Trump vs. Biden Poll NOW to show Sleepy Joe and all of his big government socialist followers that REAL AMERICANS want FOUR MORE YEARS.",Donald J. Trump,conservative
2794874787426301,"President Trump has spent the past three and a half years fighting for YOU!

He has worked day and night to fight for the forgotten men and women in this country. 

Under the Trump Administration, every single citizen will have equal opportunity and justice, and a chance to live their American dream.",Donald J. Trump,conservative
339701430421186,"MAKE AMERICA THE MANUFACTURING SUPERPOWER OF THE WORLD

President Trump just delivered an EPIC speech, and we’re giving him the FINAL Presidential Donor List in his office soon and we know he'll be looking for YOUR NAME.

Please contribute ANY AMOUNT RIGHT NOW to get on the list and your gift will be 700%-MATCHED!",Donald J. Trump,conservative
305404030785401,Are YOU ready to put America first? We need you to get registered to vote TODAY.,GOP,conservative
752676498907092,"November 3rd is coming at us fast and I'm prepared to do whatever it takes to secure another victory.

I only have one question for you: are you ready to fight alongside President Trump and CRUSH Joe Biden on Election Day?

I know you're up for the challenge. You've been a strong supporter of the President since the very beginning, which is why I need you to take the Official 2020 Campaign Strategy Survey.",Mike Pence,conservative
543436619596441,"Enough is enough. Cruelty to animals is now a federal crime thanks to President Trump - a huge step to END animal abuse!

Add your name to show you stand with President Trump against animal abuse in the United States TODAY.",Mike Pence,conservative
585379885738065,"Make your vote count and make sure you're registered to vote.
REGISTER NOW!",GOP,conservative
450179599290875,"President Trump has spent the past three and a half years fighting for YOU!

He has worked day and night to fight for the forgotten men and women in this country. 

Under the Trump Administration, every single citizen will have equal opportunity and justice, and a chance to live their American dream.",Donald J. Trump,conservative
628691577777811,"HIGH SELLOUT RISK

Make a statement about YOUR support for President Trump in 2020.

As always, everything is proudly made in the USA!",Donald J. Trump,conservative
794786004281170,"Remember when Nancy said she’d never vote on impeachment unless it was a partisan vote? Well, the House Democrats were unable to get even a single vote from the Republicans on their Impeachment Hoax and did it anyway. MORE LIES from the Left.

Our Party has never been so united and it’s all thanks to the Democrats. This Impeachment Scam has only made us stronger heading into November and the Left only has themselves to blame.

I’ve asked my team to send me a list of every Patriot who stepped up during this critical time and contributed to our EMERGENCY 2020 Impeachment Defense Fund. Will I see your name?

Please contribute to our Emergency 2020 Impeachment Defense Fund by 11:59 PM TONIGHT to get on the list my team sends me.",Donald J. Trump,conservative
1269410713404327,"TIME IS RUNNING OUT!
Request your ballot today.",Donald J. Trump,conservative
2805700763087076,President Trump needs you now more than ever. Vote November 3rd.,Donald J. Trump,conservative
252517855953736,"Download the NEW Trump 2020 app and earn points for SPECIAL rewards. 
You will be eligible to receive discounts in the Trump store, expedited entry into rallies, or even a picture with President Trump!",Donald J. Trump,conservative
515447982489598,"President Trump knows you're a loyal supporter, which is why we are reaching out to you. Please contribute any amount to help us make sure we can defeat the Do-Nothing Democrats this November. Donate NOW.",Donald J. Trump,conservative
362241084962822,"The Fake News media can't deny the truth: President Trump is SUCCESSFULLY leading the greatest comeback in American history.

Next year, the United States will have its best year EVER. As part of his outline for his second term in office, President Trump has promised to create 1 million NEW small businesses.

Contribute NOW to show your support for four more years of President Trump's America FIRST agenda.",Team Trump,conservative
271855203836073,"We are planning something BIG for the First Lady’s birthday on April 26th, and we need your help. 

Last year, when the First Lady sat down and read all of the encouraging personal messages, it ended up being the absolute highlight of her birthday. This year, we want her card to be even BIGGER, and we know she'd love to see a note from YOU. 

Please sign the First Lady’s ONLY Official Birthday Card TODAY before time runs out.",Donald J. Trump,conservative
3664628526904912,"Here’s the truth - If you want your children to inherit the blessings that generations of Americans have fought and died to secure, then we must devote everything we have toward victory in 2020.

This is the only way we can save the America we love – and drain the Washington Swamp once and for all.

Please contribute ANY AMOUNT in the NEXT HOUR to our Drain the Swamp Fund and to get on the list my team hands me.",Donald J. Trump,conservative
434884750805827,"Joe Biden has embraced the policies of the far Left. 

✅TRILLIONS in new taxes
✅AMNESTY for 11 MILLION illegal immigrants
✅A REDUCTION in police funding 

The RADICAL Left has taken over Joe Biden and the Democratic Party. Don't let them take over America.",Donald J. Trump,conservative
401728794335068,President Trump needs you now more than ever. Vote November 3rd.,Donald J. Trump,conservative
3503859942964343,"Our First Lady has been nothing short of incredible, and we want to make sure she knows that President Trump’s supporters are her supporters too.

This is the First Lady’s ONLY Official Birthday Card, and when you sign your name, you can even leave a personal note for her to read. We know she'll love it.

Please add your name to the First Lady’s ONLY Official Birthday Card by 11:59 PM TONIGHT.",Donald J. Trump,conservative
301870867511602,"HIGH SELLOUT RISK

Make a statement about YOUR support for President Trump in 2020.

As always, everything is proudly made in the USA!",Donald J. Trump,conservative
876967799449316,"Joe Biden's proven track record of FAILURE: 

He has NEVER viewed China as a threat to American interests.

He wants to provide illegal immigrants with TAXPAYER funded health care. 

He wants to cut Social Security and Medicare benefits.",Mike Pence,conservative
325300751926957,Are YOU ready to put America first? We need you to get registered to vote TODAY.,GOP,conservative
348374573109189,NORTH CAROLINA: Join President Trump this WEDNESDAY at 7:00PM! Get your free tickets now >>>,Donald J. Trump,conservative
2520517638222129,"President Trump wants your input on our Official Justice Gorsuch and Justice Kavanaugh Approval Poll. Justice Gorsuch and Justice Kavanaugh are true constitutionalists and have been OUTSTANDING since the day they were confirmed - it’s driving Cryin’ Chuck mad.

President Trump has never cared what the Deranged Democrats think about his decisions as YOUR President, but he does draw the line when they openly THREATEN Supreme Court Justices. Let's show the Chuck and Nancy just how wrong they are about our GREAT Supreme Court Justices.",Donald J. Trump,conservative
943983952699936,"THIS WEEKEND ONLY: 25% ALL Trump Merch

Use code USA25 for to celebrate Memorial Day!

Shop NOW!",Donald J. Trump,conservative
289588075788793,"The President wants to know who stood with him against the Radical Left.

We're sending him a list of every Patriot who proudly signs their name to support the President's Executive Order, and we know he's expecting to see your name on there.

Add your name by 11:59 PM TONIGHT to stand with President Trump and to get on the list of supporters he sees!",Mike Pence,conservative
966586477114132,"President Trump wants to hear from YOU!

He believes we will have the greatest American comeback the world has EVER seen once we reopen the country. 

Take the Official Reopening America Survey TODAY to share your thoughts.",Team Trump,conservative
2530500737195126,"Evangelicals For Trump are ready to help re-elect President Donald J. Trump in 2020.

Join the movement today and ensure religious freedoms are kept as a top priority!",Donald J. Trump,conservative
1460705730765987,"Get Your Tickets NOW! HUGE NORTH CHARLESTON, SOUTH CAROLINA RALLY FRIDAY, FEBRUARY 28TH at 7PM.

President Trump asked us to invite YOU to his campaign rally in NORTH CHARLESTON, SOUTH CAROLINA. 

LAST CHANCE: Seats are going fast!",Donald J. Trump,conservative
783768415445305,"***LIMITED TIME ONLY: PRESIDENT’S DAY SALE***

Use code PRESIDENT for 25% off the OFFICIAL TRUMP STORE!",Donald J. Trump,conservative
656128891634629,"The Radical left-wing MOB is calling for the Lamestream media to STOP airing President Trump’s daily press conferences which provide an update on the invisible enemy threatening our Nation.

They might’ve had 100,000 Liberals (probably mostly computer bots) sign their bogus petition, but with your help, we can BLOW THEM OUT OF THE WATER by having TWICE as many Patriots sign our Official Petition stating that the American People want to continue hearing from their President.

Please sign our Official Petition RIGHT NOW to DEMAND the Fake News continue airing President Trump’s daily press conferences.",Team Trump,conservative
